set abbreviation,set name,card name,price
SWSH08,Fusion Strike,Deoxys,0.21
SWSH08,Fusion Strike,Dewpider,0.03
SWSH08,Fusion Strike,Diggersby,0.05
SWSH08,Fusion Strike,Dodrio V,0.65
SWSH08,Fusion Strike,Dragapult,0.18
SWSH08,Fusion Strike,Drakloak,0.05
SWSH08,Fusion Strike,Drednaw,0.04
SWSH08,Fusion Strike,Dreepy,0.06
SWSH08,Fusion Strike,Drilbur,0.03
SWSH08,Fusion Strike,Dubwool,0.05
SWSH08,Fusion Strike,Dunsparce,0.1
SWSH08,Fusion Strike,Durant,0.03
SWSH08,Fusion Strike,Eelektrik,0.04
SWSH08,Fusion Strike,Eelektross,0.1
SWSH08,Fusion Strike,Eevee,0.05
SWSH08,Fusion Strike,Eldegoss,0.02
SWSH08,Fusion Strike,Electrode,0.07
SWSH08,Fusion Strike,Elesa's Sparkle,0.1
SWSH08,Fusion Strike,Elesa's Sparkle (Full Art),5.82
SWSH08,Fusion Strike,Elesa's Sparkle (Secret),5.96
SWSH08,Fusion Strike,Espeon VMAX (Alternate Art Secret),149.42
SWSH08,Fusion Strike,Excadrill,0.02
SWSH08,Fusion Strike,Falinks (154),0.06
SWSH08,Fusion Strike,Falinks (155),0.03
SWSH08,Fusion Strike,Farewell Bell,0.04
SWSH08,Fusion Strike,Feraligatr,0.24
SWSH08,Fusion Strike,Fire Energy (Secret),9.38
SWSH08,Fusion Strike,Flaaffy (Secret),6.32
SWSH08,Fusion Strike,Frosmoth,0.03
SWSH08,Fusion Strike,Fusion Strike Energy,0.07
SWSH08,Fusion Strike,Galarian Corsola,0.03
SWSH08,Fusion Strike,Galarian Cursola,0.15
SWSH08,Fusion Strike,Galarian Darmanitan,0.06
SWSH08,Fusion Strike,Galarian Darumaka,0.03
SWSH08,Fusion Strike,Galarian Linoone,0.07
SWSH08,Fusion Strike,Galarian Meowth,0.03
SWSH08,Fusion Strike,Galarian Obstagoon,0.21
SWSH08,Fusion Strike,Galarian Perrserker,0.02
SWSH08,Fusion Strike,Galarian Zigzagoon,0.04
SWSH08,Fusion Strike,Garbodor,0.06
SWSH08,Fusion Strike,Genesect V,2.26
SWSH08,Fusion Strike,Genesect V (Alternate Full Art),24.57
SWSH08,Fusion Strike,Genesect V (Full Art),8.88
SWSH08,Fusion Strike,Gengar V,2.31
SWSH08,Fusion Strike,Gengar VMAX,11.12
SWSH08,Fusion Strike,Gengar VMAX (Alternate Art Secret),177.73
SWSH08,Fusion Strike,Geodude,0.04
SWSH08,Fusion Strike,Gligar,0.04
SWSH08,Fusion Strike,Gliscor,0.03
SWSH08,Fusion Strike,Golem,0.13
SWSH08,Fusion Strike,Goodra,0.13
SWSH08,Fusion Strike,Goomy,0.06
SWSH08,Fusion Strike,Gorebyss,0.12
SWSH08,Fusion Strike,Gossifleur,0.02
SWSH08,Fusion Strike,Granbull,0.11
SWSH08,Fusion Strike,Grapploct,0.06
SWSH08,Fusion Strike,Grass Energy (Secret),7.16
SWSH08,Fusion Strike,Graveler,0.06
SWSH08,Fusion Strike,Greedent V,0.73
SWSH08,Fusion Strike,Greedent V (Alternate Full Art),13.14
SWSH08,Fusion Strike,Greedent V (Full Art),1.92
SWSH08,Fusion Strike,Greedent VMAX,1.57
SWSH08,Fusion Strike,Greedent VMAX (Secret),8.06
SWSH08,Fusion Strike,Greninja V,1.14
SWSH08,Fusion Strike,Grimmsnarl,0.18
SWSH08,Fusion Strike,Growlithe,0.03
SWSH08,Fusion Strike,Grubbin,0.07
SWSH08,Fusion Strike,Hariyama,0.08
SWSH08,Fusion Strike,Hawlucha,0.05
SWSH08,Fusion Strike,Heatmor,0.08
SWSH08,Fusion Strike,Heliolisk,0.04
SWSH08,Fusion Strike,Helioptile,0.03
SWSH08,Fusion Strike,Hoopa V (Full Art),2.46
SWSH08,Fusion Strike,Huntail,0.08
SWSH08,Fusion Strike,Impidimp,0.06
SWSH08,Fusion Strike,Indeedee,0.04
SWSH08,Fusion Strike,Inteleon V,0.88
SWSH08,Fusion Strike,Inteleon VMAX,1.87
SWSH08,Fusion Strike,Inteleon VMAX (Alternate Art Secret),27.27
SWSH08,Fusion Strike,Jigglypuff,0.05
SWSH08,Fusion Strike,Judge,1.66
SWSH08,Fusion Strike,Jynx,0.04
SWSH08,Fusion Strike,Kangaskhan,0.1
SWSH08,Fusion Strike,Klefki,0.02
SWSH08,Fusion Strike,Landorus,0.15
SWSH08,Fusion Strike,Lapras,0.1
SWSH08,Fusion Strike,Latias,0.11
SWSH08,Fusion Strike,Latios,0.13
SWSH08,Fusion Strike,Leavanny,0.12
SWSH08,Fusion Strike,Lopunny,0.04
SWSH08,Fusion Strike,Lucario V,0.86
SWSH08,Fusion Strike,Luxio,0.06
SWSH08,Fusion Strike,Luxray,0.1
SWSH08,Fusion Strike,Magcargo,0.05
SWSH08,Fusion Strike,Makuhita,0.03
SWSH08,Fusion Strike,Mandibuzz,0.06
SWSH08,Fusion Strike,Mankey,0.06
SWSH08,Fusion Strike,Mantine,0.02
SWSH08,Fusion Strike,Maractus,0.1
SWSH08,Fusion Strike,Marill,0.05
SWSH08,Fusion Strike,Marshtomp,0.12
SWSH08,Fusion Strike,Mawile,0.03
SWSH08,Fusion Strike,Melmetal,0.18
SWSH08,Fusion Strike,Meloetta,0.11
SWSH08,Fusion Strike,Meltan,0.06
SWSH08,Fusion Strike,Meowth,0.04
SWSH08,Fusion Strike,Metapod,0.05
SWSH08,Fusion Strike,Mew V,2.87
SWSH08,Fusion Strike,Mew V (Alternate Full Art),42.81
SWSH08,Fusion Strike,Mew V (Full Art),15.95
SWSH08,Fusion Strike,Mew VMAX,5.66
SWSH08,Fusion Strike,Mew VMAX (Alternate Art Secret),89.46
SWSH08,Fusion Strike,Mew VMAX (Secret),39.69
SWSH08,Fusion Strike,Minun,0.06
SWSH08,Fusion Strike,Morgrem,0.07
SWSH08,Fusion Strike,Morpeko (109),0.04
SWSH08,Fusion Strike,Morpeko (179),0.05
SWSH08,Fusion Strike,Mudkip,0.05
SWSH08,Fusion Strike,Munna,0.04
SWSH08,Fusion Strike,Musharna,0.05
SWSH08,Fusion Strike,Ninetales (30),0.07
SWSH08,Fusion Strike,Ninetales (31),0.09
SWSH08,Fusion Strike,Onix,0.05
SWSH08,Fusion Strike,Oricorio,0.15
SWSH08,Fusion Strike,Palossand,0.09
SWSH08,Fusion Strike,Pancham,0.05
SWSH08,Fusion Strike,Pangoro,0.07
SWSH08,Fusion Strike,Panpour,0.02
SWSH08,Fusion Strike,Pansage,0.03
SWSH08,Fusion Strike,Pansear,0.02
SWSH08,Fusion Strike,Persian,0.04
SWSH08,Fusion Strike,Phantump,0.04
SWSH08,Fusion Strike,Pikachu V,0.99
SWSH08,Fusion Strike,Plusle,0.04
SWSH08,Fusion Strike,Power Tablet,0.06
SWSH08,Fusion Strike,Power Tablet (Secret),5.86
SWSH08,Fusion Strike,Primeape,0.04
SWSH08,Fusion Strike,Pyukumuku,0.06
SWSH08,Fusion Strike,Quick Ball,0.37
SWSH08,Fusion Strike,Qwilfish,0.02
SWSH08,Fusion Strike,Rillaboom V,0.79
SWSH08,Fusion Strike,Rillaboom VMAX,1.74
SWSH08,Fusion Strike,Rookidee,0.04
SWSH08,Fusion Strike,Rotom,0.03
SWSH08,Fusion Strike,Sandaconda V (Alternate Full Art),6.67
SWSH08,Fusion Strike,Sandshrew,0.05
SWSH08,Fusion Strike,Sandslash,0.07
SWSH08,Fusion Strike,Sandygast,0.03
SWSH08,Fusion Strike,Schoolboy,0.03
SWSH08,Fusion Strike,Schoolboy (Full Art),2.17
SWSH08,Fusion Strike,Schoolboy (Secret),3.36
SWSH08,Fusion Strike,Schoolgirl,0.05
SWSH08,Fusion Strike,Schoolgirl (Full Art),2.03
SWSH08,Fusion Strike,Schoolgirl (Secret),5.13
SWSH08,Fusion Strike,Sewaddle,0.03
SWSH08,Fusion Strike,Sharpedo,0.05
SWSH08,Fusion Strike,Shauna,0.05
SWSH08,Fusion Strike,Shauna (Full Art),3.92
SWSH08,Fusion Strike,Shauna (Secret),5.67
SWSH08,Fusion Strike,Shellder,0.03
SWSH08,Fusion Strike,Shelmet,0.02
SWSH08,Fusion Strike,Shinx,0.03
SWSH08,Fusion Strike,Shroomish,0.07
SWSH08,Fusion Strike,Sidney,0.04
SWSH08,Fusion Strike,Sidney (Full Art),1.44
SWSH08,Fusion Strike,Sidney (Secret),4.18
SWSH08,Fusion Strike,Sigilyph,0.03
SWSH08,Fusion Strike,Simipour,0.04
SWSH08,Fusion Strike,Simisage,0.03
SWSH08,Fusion Strike,Simisear,0.04
SWSH08,Fusion Strike,Sizzlipede (46),0.03
SWSH08,Fusion Strike,Sizzlipede (47),0.02
SWSH08,Fusion Strike,Skarmory,0.02
SWSH08,Fusion Strike,Skaters' Park,0.06
SWSH08,Fusion Strike,Skitty,0.04
SWSH08,Fusion Strike,Sliggoo,0.05
SWSH08,Fusion Strike,Slugma,0.04
SWSH08,Fusion Strike,Smeargle,0.03
SWSH08,Fusion Strike,Snom,0.06
SWSH08,Fusion Strike,Snorlax,0.06
SWSH08,Fusion Strike,Snubbull,0.04
SWSH08,Fusion Strike,Spongy Gloves,0.02
SWSH08,Fusion Strike,Stantler,0.05
SWSH08,Fusion Strike,Starmie,0.21
SWSH08,Fusion Strike,Staryu,0.06
SWSH08,Fusion Strike,Steelix,0.16
SWSH08,Fusion Strike,Stufful,0.03
SWSH08,Fusion Strike,Swadloon,0.06
SWSH08,Fusion Strike,Swampert,0.2
SWSH08,Fusion Strike,Togedemaru,0.04
SWSH08,Fusion Strike,Totodile,0.04
SWSH08,Fusion Strike,Toxel (105),0.03
SWSH08,Fusion Strike,Toxel (106),0.04
SWSH08,Fusion Strike,Toxicroak,0.12
SWSH08,Fusion Strike,Toxtricity (107),0.13
SWSH08,Fusion Strike,Toxtricity (108),0.17
SWSH08,Fusion Strike,Training Court (Secret),5.92
SWSH08,Fusion Strike,Trevenant,0.06
SWSH08,Fusion Strike,Trubbish,0.06
SWSH08,Fusion Strike,Tsareena V,0.7
SWSH08,Fusion Strike,Tsareena V (Full Art),1.62
SWSH08,Fusion Strike,Turtonator,0.07
SWSH08,Fusion Strike,Tynamo,0.04
SWSH08,Fusion Strike,Tyranitar V,0.77
SWSH08,Fusion Strike,Victini,0.06
SWSH08,Fusion Strike,Vikavolt,0.11
SWSH08,Fusion Strike,Virizion,0.12
SWSH08,Fusion Strike,Voltorb,0.03
SWSH08,Fusion Strike,Vullaby,0.03
SWSH08,Fusion Strike,Vulpix (28),0.05
SWSH08,Fusion Strike,Vulpix (29),0.04
SWSH08,Fusion Strike,Wigglytuff,0.08
SWSH08,Fusion Strike,Wooloo (221),0.05
SWSH08,Fusion Strike,Wooloo (222),0.03
SWSH08,Fusion Strike,Yveltal,0.12
SWSH08,Fusion Strike,Zarude,0.06
SWSH08,Fusion Strike,Zeraora,0.1
SWSH08,Fusion Strike,Zoroark,0.06
SWSH08,Fusion Strike,Zorua,0.04
SWSH09,Brilliant Stars,Acerola's Premonition,0.05
SWSH09,Brilliant Stars,Aggron V,1
SWSH09,Brilliant Stars,Aggron VMAX,1.6
SWSH09,Brilliant Stars,Alcremie,0.1
SWSH09,Brilliant Stars,Arceus V,4.07
SWSH09,Brilliant Stars,Arceus V (Alternate Full Art),41.1
SWSH09,Brilliant Stars,Arceus V (Full Art),7.9
SWSH09,Brilliant Stars,Arceus VSTAR,9.25
SWSH09,Brilliant Stars,Arceus VSTAR (Secret) (176),14.96
SWSH09,Brilliant Stars,Arceus VSTAR (Secret) (184),17.47
SWSH09,Brilliant Stars,Axew,0.03
SWSH09,Brilliant Stars,Baltoy,0.03
SWSH09,Brilliant Stars,Barry,0.03
SWSH09,Brilliant Stars,Barry (Full Art),1.93
SWSH09,Brilliant Stars,Beartic,0.03
SWSH09,Brilliant Stars,Bibarel,0.44
SWSH09,Brilliant Stars,Bidoof,0.05
SWSH09,Brilliant Stars,Blunder Policy,0.05
SWSH09,Brilliant Stars,Boss's Orders,0.59
SWSH09,Brilliant Stars,Breloom,0.09
SWSH09,Brilliant Stars,Buizel,0.03
SWSH09,Brilliant Stars,Burmy,0.03
SWSH09,Brilliant Stars,Cafe Master,0.05
SWSH09,Brilliant Stars,Castform,0.02
SWSH09,Brilliant Stars,Charizard V,4.83
SWSH09,Brilliant Stars,Charizard V (Alternate Full Art),167.71
SWSH09,Brilliant Stars,Charizard V (Full Art),27.93
SWSH09,Brilliant Stars,Charizard VSTAR,12.67
SWSH09,Brilliant Stars,Charizard VSTAR (Secret),73.4
SWSH09,Brilliant Stars,Cheren's Care,0.07
SWSH09,Brilliant Stars,Cheren's Care (Full Art),2.11
SWSH09,Brilliant Stars,Cheren's Care (Secret),2.28
SWSH09,Brilliant Stars,Cherubi,0.03
SWSH09,Brilliant Stars,Chimchar,0.03
SWSH09,Brilliant Stars,Chimecho,0.03
SWSH09,Brilliant Stars,Choice Belt,0.12
SWSH09,Brilliant Stars,Cinccino,0.04
SWSH09,Brilliant Stars,Claydol,0.03
SWSH09,Brilliant Stars,Cleansing Gloves,0.02
SWSH09,Brilliant Stars,Clefable,0.09
SWSH09,Brilliant Stars,Clefairy,0.03
SWSH09,Brilliant Stars,Collapsed Stadium,0.07
SWSH09,Brilliant Stars,Corphish,0.02
SWSH09,Brilliant Stars,Crawdaunt,0.03
SWSH09,Brilliant Stars,Cubchoo,0.03
SWSH09,Brilliant Stars,Cynthia's Ambition,0.05
SWSH09,Brilliant Stars,Cynthia's Ambition (Full Art),6.69
SWSH09,Brilliant Stars,Cynthia's Ambition (Secret),4.21
SWSH09,Brilliant Stars,Darkness Energy (2022 Unnumbered),0.04
SWSH09,Brilliant Stars,Dedenne,0.08
SWSH09,Brilliant Stars,Double Turbo Energy,0.22
SWSH09,Brilliant Stars,Dracovish V,0.64
SWSH09,Brilliant Stars,Drampa V,0.7
SWSH09,Brilliant Stars,Druddigon,0.1
SWSH09,Brilliant Stars,Dusclops,0.04
SWSH09,Brilliant Stars,Dusknoir,0.11
SWSH09,Brilliant Stars,Duskull,0.03
SWSH09,Brilliant Stars,Eiscue,0.11
SWSH09,Brilliant Stars,Electabuzz,0.04
SWSH09,Brilliant Stars,Electivire,0.11
SWSH09,Brilliant Stars,Empoleon,0.16
SWSH09,Brilliant Stars,Entei V,1.24
SWSH09,Brilliant Stars,Escavalier,0.1
SWSH09,Brilliant Stars,Exeggcute,0.03
SWSH09,Brilliant Stars,Exeggutor,0.03
SWSH09,Brilliant Stars,Farfetch'd,0.03
SWSH09,Brilliant Stars,Fighting Energy (2022 Unnumbered),0.02
SWSH09,Brilliant Stars,Fire Energy (2022 Unnumbered),0.05
SWSH09,Brilliant Stars,Floatzel,0.03
SWSH09,Brilliant Stars,Flygon,0.07
SWSH09,Brilliant Stars,Flygon V,0.89
SWSH09,Brilliant Stars,Flygon V (Full Art),1.85
SWSH09,Brilliant Stars,Fraxure,0.04
SWSH09,Brilliant Stars,Fresh Water Set,0.06
SWSH09,Brilliant Stars,Friends in Galar,0.07
SWSH09,Brilliant Stars,Gabite,0.08
SWSH09,Brilliant Stars,Galarian Articuno V (Secret),13.54
SWSH09,Brilliant Stars,Galarian Moltres V (Secret),17.52
SWSH09,Brilliant Stars,Galarian Zapdos V (Secret),15.12
SWSH09,Brilliant Stars,Garchomp,0.23
SWSH09,Brilliant Stars,Gible,0.08
SWSH09,Brilliant Stars,Gloria,0.04
SWSH09,Brilliant Stars,Golett,0.02
SWSH09,Brilliant Stars,Golurk,0.08
SWSH09,Brilliant Stars,Granbull V,0.64
SWSH09,Brilliant Stars,Granbull V (Full Art),1.41
SWSH09,Brilliant Stars,Grass Energy (2022 Unnumbered),0.03
SWSH09,Brilliant Stars,Grimer,0.03
SWSH09,Brilliant Stars,Grimmsnarl,0.11
SWSH09,Brilliant Stars,Grotle,0.06
SWSH09,Brilliant Stars,Hawlucha,0.03
SWSH09,Brilliant Stars,Haxorus,0.13
SWSH09,Brilliant Stars,Heatran,0.11
SWSH09,Brilliant Stars,Hitmontop,0.03
SWSH09,Brilliant Stars,Honchkrow V,0.67
SWSH09,Brilliant Stars,Honchkrow V (Alternate Full Art),13.66
SWSH09,Brilliant Stars,Honchkrow V (Full Art),1.62
SWSH09,Brilliant Stars,Hunting Gloves,0.03
SWSH09,Brilliant Stars,Impidimp,0.04
SWSH09,Brilliant Stars,Infernape,0.19
SWSH09,Brilliant Stars,Karrablast,0.04
SWSH09,Brilliant Stars,Kindler,0.07
SWSH09,Brilliant Stars,Kindler (Full Art),1.47
SWSH09,Brilliant Stars,Kindler (Secret),2
SWSH09,Brilliant Stars,Kingler V,0.86
SWSH09,Brilliant Stars,Kingler VMAX,1.86
SWSH09,Brilliant Stars,Klang,0.04
SWSH09,Brilliant Stars,Klink,0.03
SWSH09,Brilliant Stars,Klinklang,0.11
SWSH09,Brilliant Stars,Lapras,0.12
SWSH09,Brilliant Stars,Liepard,0.09
SWSH09,Brilliant Stars,Lightning Energy (2022 Unnumbered),0.03
SWSH09,Brilliant Stars,Lucario,0.19
SWSH09,Brilliant Stars,Lumineon V,1.7
SWSH09,Brilliant Stars,Lumineon V (Alternate Full Art),23.02
SWSH09,Brilliant Stars,Lumineon V (Full Art),4.87
SWSH09,Brilliant Stars,Luxio,0.04
SWSH09,Brilliant Stars,Luxray,0.11
SWSH09,Brilliant Stars,Magma Basin,0.06
SWSH09,Brilliant Stars,Magma Basin (Secret),5.08
SWSH09,Brilliant Stars,Magmar,0.05
SWSH09,Brilliant Stars,Magmortar,0.13
SWSH09,Brilliant Stars,Manaphy,0.8
SWSH09,Brilliant Stars,Marnie's Pride,0.09
SWSH09,Brilliant Stars,Marnie's Pride (Full Art),13.17
SWSH09,Brilliant Stars,Metal Energy (2022 Unnumbered),0.02
SWSH09,Brilliant Stars,Mewtwo,0.17
SWSH09,Brilliant Stars,Milcery,0.02
SWSH09,Brilliant Stars,Mimikyu V,0.78
SWSH09,Brilliant Stars,Mimikyu VMAX,2.14
SWSH09,Brilliant Stars,Minccino,0.05
SWSH09,Brilliant Stars,Moltres,0.18
SWSH09,Brilliant Stars,Monferno,0.05
SWSH09,Brilliant Stars,Morgrem,0.03
SWSH09,Brilliant Stars,Morpeko V,0.88
SWSH09,Brilliant Stars,Mothim,0.09
SWSH09,Brilliant Stars,Muk,0.15
SWSH09,Brilliant Stars,Nosepass,0.01
SWSH09,Brilliant Stars,Pachirisu,0.05
SWSH09,Brilliant Stars,Pikachu V (Full Art),7.64
SWSH09,Brilliant Stars,Piplup,0.06
SWSH09,Brilliant Stars,Pot Helmet,0.07
SWSH09,Brilliant Stars,Prinplup,0.04
SWSH09,Brilliant Stars,Probopass,0.05
SWSH09,Brilliant Stars,Professor's Research,0.34
SWSH09,Brilliant Stars,Psychic Energy (2022 Unnumbered),0.05
SWSH09,Brilliant Stars,Purrloin,0.03
SWSH09,Brilliant Stars,Raichu V,1.2
SWSH09,Brilliant Stars,Raichu V (Full Art),2.96
SWSH09,Brilliant Stars,Raikou V,2.34
SWSH09,Brilliant Stars,Riolu,0.03
SWSH09,Brilliant Stars,Roseanne's Backup,0.07
SWSH09,Brilliant Stars,Roseanne's Backup (Full Art),2.56
SWSH09,Brilliant Stars,Roseanne's Backup (Secret),2.35
SWSH09,Brilliant Stars,Sawk,0.02
SWSH09,Brilliant Stars,Shaymin V,0.62
SWSH09,Brilliant Stars,Shaymin V (Full Art),1.89
SWSH09,Brilliant Stars,Shaymin VSTAR,1
SWSH09,Brilliant Stars,Shaymin VSTAR (Secret),5.83
SWSH09,Brilliant Stars,Shinx,0.03
SWSH09,Brilliant Stars,Shroomish,0.02
SWSH09,Brilliant Stars,Sigilyph,0.04
SWSH09,Brilliant Stars,Simisear V,0.65
SWSH09,Brilliant Stars,Sneasel,0.02
SWSH09,Brilliant Stars,Snorunt,0.02
SWSH09,Brilliant Stars,Spiritomb,0.03
SWSH09,Brilliant Stars,Staraptor,0.14
SWSH09,Brilliant Stars,Staravia,0.03
SWSH09,Brilliant Stars,Starly,0.02
SWSH09,Brilliant Stars,Starmie,0.02
SWSH09,Brilliant Stars,Staryu,0.04
SWSH09,Brilliant Stars,Team Yell's Cheer,0.05
SWSH09,Brilliant Stars,Throh,0.03
SWSH09,Brilliant Stars,Torkoal,0.03
SWSH09,Brilliant Stars,Tornadus,0.1
SWSH09,Brilliant Stars,Torterra,0.21
SWSH09,Brilliant Stars,Trapinch,0.05
SWSH09,Brilliant Stars,Tropius,0.04
SWSH09,Brilliant Stars,Turtwig,0.02
SWSH09,Brilliant Stars,Ultra Ball,0.16
SWSH09,Brilliant Stars,Ultra Ball (Secret),20.52
SWSH09,Brilliant Stars,Vibrava,0.04
SWSH09,Brilliant Stars,VSTAR Token,0.04
SWSH09,Brilliant Stars,Water Energy (2022 Unnumbered),0.03
SWSH09,Brilliant Stars,Weavile,0.04
SWSH09,Brilliant Stars,Whimsicott V,0.75
SWSH09,Brilliant Stars,Whimsicott V (Full Art),2.05
SWSH09,Brilliant Stars,Whimsicott VSTAR,1
SWSH09,Brilliant Stars,Whimsicott VSTAR (Secret),4.5
SWSH09,Brilliant Stars,Wormadam (10),0.12
SWSH09,Brilliant Stars,Wormadam (77),0.18
SWSH09,Brilliant Stars,Wormadam (98),0.1
SWSH09,Brilliant Stars,Zamazenta V,0.72
SWSH09,Brilliant Stars,Zamazenta V (Full Art),2.73
SWSH09,Brilliant Stars,Zarude V,0.77
SWSH10,Astral Radiance,Absol,0.31
SWSH10,Astral Radiance,Adaman,0.27
SWSH10,Astral Radiance,Adaman (Full Art),4.86
SWSH10,Astral Radiance,Adaman (Secret),4.69
SWSH10,Astral Radiance,Azelf,0.04
SWSH10,Astral Radiance,Barboach,0.03
SWSH10,Astral Radiance,Bastiodon,0.21
SWSH10,Astral Radiance,Beedrill V,0.75
SWSH10,Astral Radiance,Beedrill V (Alternate Full Art),30.45
SWSH10,Astral Radiance,Beedrill V (Full Art),3.43
SWSH10,Astral Radiance,Bergmite,0.03
SWSH10,Astral Radiance,Bisharp,0.02
SWSH10,Astral Radiance,Bronzong,0.03
SWSH10,Astral Radiance,Bronzor,0.06
SWSH10,Astral Radiance,Canceling Cologne,0.07
SWSH10,Astral Radiance,Chatot,0.02
SWSH10,Astral Radiance,Choice Belt (Secret),15.83
SWSH10,Astral Radiance,Choy,0.03
SWSH10,Astral Radiance,Choy (Full Art),1.61
SWSH10,Astral Radiance,Choy (Secret),4.14
SWSH10,Astral Radiance,Combee,0.03
SWSH10,Astral Radiance,Cranidos,0.04
SWSH10,Astral Radiance,Cyllene,0.09
SWSH10,Astral Radiance,Cyllene (Full Art),5.7
SWSH10,Astral Radiance,Cyllene (Secret),6.34
SWSH10,Astral Radiance,Cyndaquil,0.04
SWSH10,Astral Radiance,Dark Patch,0.16
SWSH10,Astral Radiance,Darkrai V,0.97
SWSH10,Astral Radiance,Darkrai VSTAR,2.02
SWSH10,Astral Radiance,Dartrix,0.05
SWSH10,Astral Radiance,Dewott,0.04
SWSH10,Astral Radiance,Diancie,0.74
SWSH10,Astral Radiance,Double Turbo Energy (Secret),22.8
SWSH10,Astral Radiance,Drifblim,0.05
SWSH10,Astral Radiance,Drifloon,0.02
SWSH10,Astral Radiance,Eevee,0.07
SWSH10,Astral Radiance,Energy Loto,0.08
SWSH10,Astral Radiance,Feather Ball,0.09
SWSH10,Astral Radiance,Galarian Mr. Rime V,0.63
SWSH10,Astral Radiance,Gallade,0.43
SWSH10,Astral Radiance,Gapejaw Bog,0.1
SWSH10,Astral Radiance,Garchomp V,0.75
SWSH10,Astral Radiance,Garchomp V (Full Art),5.33
SWSH10,Astral Radiance,Gardenia's Vigor,0.1
SWSH10,Astral Radiance,Gardenia's Vigor (Full Art),9.46
SWSH10,Astral Radiance,Gardenia's Vigor (Secret),6.7
SWSH10,Astral Radiance,Glaceon,0.17
SWSH10,Astral Radiance,Glameow,0.03
SWSH10,Astral Radiance,Golduck,0.03
SWSH10,Astral Radiance,Grant,0.05
SWSH10,Astral Radiance,Grant (Full Art),2.22
SWSH10,Astral Radiance,Grant (Secret),3.57
SWSH10,Astral Radiance,Gutsy Pickaxe,0.08
SWSH10,Astral Radiance,Heatran V,0.73
SWSH10,Astral Radiance,Heatran V (Full Art),2.36
SWSH10,Astral Radiance,Heatran VMAX,1.78
SWSH10,Astral Radiance,Heatran VMAX (Secret),7.27
SWSH10,Astral Radiance,Heracross,0.03
SWSH10,Astral Radiance,Hippopotas,0.03
SWSH10,Astral Radiance,Hippowdon,0.02
SWSH10,Astral Radiance,Hisuian Arcanine,0.11
SWSH10,Astral Radiance,Hisuian Avalugg,0.09
SWSH10,Astral Radiance,Hisuian Basculegion,0.11
SWSH10,Astral Radiance,Hisuian Basculin,0.03
SWSH10,Astral Radiance,Hisuian Braviary,0.1
SWSH10,Astral Radiance,Hisuian Decidueye,0.25
SWSH10,Astral Radiance,Hisuian Decidueye V,0.69
SWSH10,Astral Radiance,Hisuian Decidueye V (Full Art),2.33
SWSH10,Astral Radiance,Hisuian Decidueye VSTAR,1.36
SWSH10,Astral Radiance,Hisuian Decidueye VSTAR (Secret),6.5
SWSH10,Astral Radiance,Hisuian Electrode,0.03
SWSH10,Astral Radiance,Hisuian Growlithe,0.03
SWSH10,Astral Radiance,Hisuian Heavy Ball,0.24
SWSH10,Astral Radiance,Hisuian Lilligant,0.2
SWSH10,Astral Radiance,Hisuian Lilligant V,0.69
SWSH10,Astral Radiance,Hisuian Lilligant V (Alternate Full Art),17.78
SWSH10,Astral Radiance,Hisuian Lilligant V (Full Art),2.2
SWSH10,Astral Radiance,Hisuian Lilligant VSTAR,1.41
SWSH10,Astral Radiance,Hisuian Lilligant VSTAR (Secret),5.84
SWSH10,Astral Radiance,Hisuian Overqwil (90),0.04
SWSH10,Astral Radiance,Hisuian Overqwil (91),0.1
SWSH10,Astral Radiance,Hisuian Qwilfish (88),0.03
SWSH10,Astral Radiance,Hisuian Qwilfish (89),0.05
SWSH10,Astral Radiance,Hisuian Samurott,0.29
SWSH10,Astral Radiance,Hisuian Samurott V,0.8
SWSH10,Astral Radiance,Hisuian Samurott V (Full Art),3
SWSH10,Astral Radiance,Hisuian Samurott VSTAR,2.28
SWSH10,Astral Radiance,Hisuian Samurott VSTAR (Secret),8.33
SWSH10,Astral Radiance,Hisuian Samurott VSTAR (Secret) (209),10.6
SWSH10,Astral Radiance,Hisuian Sneasel,0.05
SWSH10,Astral Radiance,Hisuian Sneasler,0.22
SWSH10,Astral Radiance,Hisuian Sneasler V,0.81
SWSH10,Astral Radiance,Hisuian Sneasler V (Alternate Full Art),39.5
SWSH10,Astral Radiance,Hisuian Sneasler V (Full Art),6.81
SWSH10,Astral Radiance,Hisuian Typhlosion,0.29
SWSH10,Astral Radiance,Hisuian Typhlosion V,0.91
SWSH10,Astral Radiance,Hisuian Typhlosion V (Full Art),4.42
SWSH10,Astral Radiance,Hisuian Typhlosion VSTAR,2.09
SWSH10,Astral Radiance,Hisuian Typhlosion VSTAR (Secret),11.02
SWSH10,Astral Radiance,Hisuian Voltorb,0.03
SWSH10,Astral Radiance,Hoothoot,0.02
SWSH10,Astral Radiance,Irida,1.64
SWSH10,Astral Radiance,Irida (Full Art),26.49
SWSH10,Astral Radiance,Irida (Secret),17.08
SWSH10,Astral Radiance,Jirachi V (Full Art),6.42
SWSH10,Astral Radiance,Jubilife Village,0.03
SWSH10,Astral Radiance,Jubilife Village (Secret),5.72
SWSH10,Astral Radiance,Kamado,0.03
SWSH10,Astral Radiance,Kamado (Full Art),1.93
SWSH10,Astral Radiance,Kamado (Secret),5.41
SWSH10,Astral Radiance,Keldeo,0.21
SWSH10,Astral Radiance,Kirlia,0.07
